"SIC87_4","Desc_4_Digit","SIC87_2","Desc_2_Digit","SIC87_1","Desc_1_Digit"
"5021","Furniture","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5023","Home Furnishings","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5031","Lumber, Plywood, Millwork, and Wood Panels","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5032","Brick, Stone and Related Construction","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5033","Roofing, Siding, and Insulation Materials","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5039","Construction Materials, NEC","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5043","Photographic Equipment and Supplies","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5044","Office Equipment","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5045","Computers and Computer Peripheral Equipment","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5046","Commercial Equipment, NEC","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5047","Medical, Dental, and Hospital Equipment and","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5048","Ophthalmic Goods","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5049","Professional Equipment and Supplies, NEC","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5051","Metals Service Centers and Offices","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5052","Coal and Other Minerals and Ores","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5063","Electrical Apparatus and Equipment Wiring","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5064","Electrical Appliances, Television and Radio","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5065","Electronic Parts and Equipment, NEC","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5072","Hardware","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5074","Plumbing and Heating Equipment and Supplies","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5075","Warm Air Heating and Air-Conditioning","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5078","Refrigeration Equipment and Supplies","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5082","Construction and Mining (Except Petroleum)","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5083","Farm and Garden Machinery and Equipment","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5084","Industrial Machinery and Equipment","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5085","Industrial Supplies","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5087","Service Establishment Equipment and Supplies","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5088","Transportation Equipment and Supplies, Except","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5091","Sporting and Recreational Goods and Supplies","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5092","Toys and Hobby Goods and Supplies","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5093","Scrap and Waste Materials","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5094","Jewelry, Watches, Precious Stones, and","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5099","Durable Goods, NEC","50","Wholesale trade--durable goods","F","Wholesale Trade"
"5111","Printing and Writing Paper","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5112","Stationery and Office Supplies","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5113","Industrial and Personal Service Paper","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5122","Drugs, Drug Proprietaries, and Druggists'","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5131","Piece Goods, Notions, and Other Dry Goods","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5136","Men's and Boys' Clothing and Furnishings","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5137","Women's, Children's, and Infants' Clothing","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5139","Footwear","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5141","Groceries, General Line","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5142","Packaged Frozen Foods","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5143","Dairy Products, Except Dried or Canned","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5144","Poultry and Poultry Products","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5145","Confectionery","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5146","Fish and Seafoods","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5147","Meats and Meat Products","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5148","Fresh Fruits and Vegetables","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5149","Groceries and Related Products, NEC","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5153","Grain and Field Beans","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5154","Livestock","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5159","Farm-Product Raw Materials, NEC","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5162","Plastics Materials and Basic Forms and Shapes","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5169","Chemicals and Allied Products, NEC","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5171","Petroleum Bulk Stations and Terminals","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5172","Petroleum and Petroleum Products Wholesalers,","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5181","Beer and Ale","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5182","Wine and Distilled Alcoholic Beverages","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5191","Farm Supplies","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5192","Books, Periodicals, and Newspapers","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5193","Flowers, Nursery Stock, and Florists'","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5194","Tobacco and Tobacco Products","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5198","Paint, Varnishes, and Supplies","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5199","Nondurable Goods, NEC","51","Wholesale trade--nondurable goods","F","Wholesale Trade"
"5211","Lumber and Other Building Materials Dealers","52","Building materials, hardware, garden supply","G","Retail Trade"
"5231","Paint, Glass, and Wallpaper Stores","52","Building materials, hardware, garden supply","G","Retail Trade"
"5251","Hardware Stores","52","Building materials, hardware, garden supply","G","Retail Trade"
"5261","Retail Nurseries, Lawn and Garden Supply","52","Building materials, hardware, garden supply","G","Retail Trade"
"5271","Mobile Home Dealers","52","Building materials, hardware, garden supply","G","Retail Trade"
"5311","Department Stores","53","General merchandise stores","G","Retail Trade"
"5331","Variety Stores","53","General merchandise stores","G","Retail Trade"
"5399","Miscellaneous General Merchandise Stores","53","General merchandise stores","G","Retail Trade"
"5411","Grocery Stores","54","Food stores","G","Retail Trade"
"5421","Meat and Fish (Seafood) Markets, Including","54","Food stores","G","Retail Trade"
"5431","Fruit and Vegetable Markets","54","Food stores","G","Retail Trade"
"5441","Candy, Nut, and Confectionery Stores","54","Food stores","G","Retail Trade"
"5451","Dairy Products Stores","54","Food stores","G","Retail Trade"
"5461","Retail Bakeries","54","Food stores","G","Retail Trade"
"5499","Miscellaneous Food Stores","54","Food stores","G","Retail Trade"
"5511","Motor Vehicle Dealers (New and Used)","55","Automotive dealers and gasoline service","G","Retail Trade"
"5521","Motor Vehicle Dealers (Used Only)","55","Automotive dealers and gasoline service","G","Retail Trade"
"5531","Auto and Home Supply Stores","55","Automotive dealers and gasoline service","G","Retail Trade"
"5541","Gasoline Service Stations","55","Automotive dealers and gasoline service","G","Retail Trade"
"5551","Boat Dealers","55","Automotive dealers and gasoline service","G","Retail Trade"
"5561","Recreational Vehicle Dealers","55","Automotive dealers and gasoline service","G","Retail Trade"
"5571","Motorcycle Dealers","55","Automotive dealers and gasoline service","G","Retail Trade"
"5599","Automotive Dealers, NEC","55","Automotive dealers and gasoline service","G","Retail Trade"
"5611","Men's and Boys' Clothing and Accessory Stores","56","Apparel and accessory stores","G","Retail Trade"
"5621","Women's Clothing Stores","56","Apparel and accessory stores","G","Retail Trade"
"5632","Women's Accessory and Specialty Stores","56","Apparel and accessory stores","G","Retail Trade"
"5641","Children's and Infants' Wear Stores","56","Apparel and accessory stores","G","Retail Trade"
"5651","Family Clothing Stores","56","Apparel and accessory stores","G","Retail Trade"
"5661","Shoe Stores","56","Apparel and accessory stores","G","Retail Trade"
"5699","Miscellaneous Apparel and Accessory Stores","56","Apparel and accessory stores","G","Retail Trade"
"5712","Furniture Stores","57","Furniture, home furnishings and equipment","G","Retail Trade"
"5713","Floor Covering Stores","57","Furniture, home furnishings and equipment","G","Retail Trade"
"5714","Drapery, Curtain, and Upholstery Stores","57","Furniture, home furnishings and equipment","G","Retail Trade"
"5719","Miscellaneous Homefurnishings Stores","57","Furniture, home furnishings and equipment","G","Retail Trade"
"5722","Household Appliance Stores","57","Furniture, home furnishings and equipment","G","Retail Trade"
"5731","Radio, Television, and Consumer Electronics","57","Furniture, home furnishings and equipment","G","Retail Trade"
"5734","Computer and Computer Software Stores","57","Furniture, home furnishings and equipment","G","Retail Trade"
"5735","Record and Prerecorded Tape Stores","57","Furniture, home furnishings and equipment","G","Retail Trade"
"5736","Musical Instrument Stores","57","Furniture, home furnishings and equipment","G","Retail Trade"
"5812","Eating and Drinking Places","58","Eating and drinking places","G","Retail Trade"
"5813","Drinking Places (Alcoholic Beverages)","58","Eating and drinking places","G","Retail Trade"
"5912","Drug Stores and Proprietary Stores","59","Miscellaneous retail","G","Retail Trade"
"5921","Liquor Stores","59","Miscellaneous retail","G","Retail Trade"
"5932","Used Merchandise Stores","59","Miscellaneous retail","G","Retail Trade"
"5941","Sporting Goods Stores and Bicycle Shops","59","Miscellaneous retail","G","Retail Trade"
"5942","Book Stores","59","Miscellaneous retail","G","Retail Trade"
"5943","Stationery Stores","59","Miscellaneous retail","G","Retail Trade"
"5944","Jewelry Stores","59","Miscellaneous retail","G","Retail Trade"
"5945","Hobby, Toy, and Game Shops","59","Miscellaneous retail","G","Retail Trade"
"5946","Camera and Photographic Supply Stores","59","Miscellaneous retail","G","Retail Trade"
"5947","Gift, Novelty, and Souvenir Shops","59","Miscellaneous retail","G","Retail Trade"
"5948","Luggage and Leather Goods Stores","59","Miscellaneous retail","G","Retail Trade"
"5949","Sewing, Needlework, and Piece Goods Stores","59","Miscellaneous retail","G","Retail Trade"
"5961","Catalog and Mail-Order Houses","59","Miscellaneous retail","G","Retail Trade"
"5962","Automatic Merchandising Machine Operator","59","Miscellaneous retail","G","Retail Trade"
"5963","Direct Selling Establishments","59","Miscellaneous retail","G","Retail Trade"
"5983","Fuel Oil Dealers","59","Miscellaneous retail","G","Retail Trade"
"5984","Liquefied Petroleum Gas (Bottled Gas) Dealers","59","Miscellaneous retail","G","Retail Trade"
"5989","Fuel Dealers, NEC","59","Miscellaneous retail","G","Retail Trade"
"5992","Florists","59","Miscellaneous retail","G","Retail Trade"
"5993","Tobacco Stores and Stands","59","Miscellaneous retail","G","Retail Trade"
"5994","News Dealers and Newsstands","59","Miscellaneous retail","G","Retail Trade"
"5995","Optical Goods Stores","59","Miscellaneous retail","G","Retail Trade"
"5999","Miscellaneous Retail Stores, NEC","59","Miscellaneous retail","G","Retail Trade"
"6011","Federal Reserve Banks","60","Depository institutions","H","Finance, Insurance, And Real Estate "
"6019","Central Reserve Depository Institutions, NEC","60","Depository institutions","H","Finance, Insurance, And Real Estate "
"6021","National Commercial Banks","60","Depository institutions","H","Finance, Insurance, And Real Estate "
"6022","State Commercial Banks","60","Depository institutions","H","Finance, Insurance, And Real Estate "
"6029","Commercial Banks, NEC","60","Depository institutions","H","Finance, Insurance, And Real Estate "
"6035","Savings Institutions, Federally Chartered","60","Depository institutions","H","Finance, Insurance, And Real Estate "
"6036","Savings institutions, Not Federally Chartered","60","Depository institutions","H","Finance, Insurance, And Real Estate "
"6061","Credit Unions, Federally Chartered","60","Depository institutions","H","Finance, Insurance, And Real Estate "
"6062","Credit Unions, Not Federally Chartered","60","Depository institutions","H","Finance, Insurance, And Real Estate "
"6081","Branches and Agencies of Foreign Banks","60","Depository institutions","H","Finance, Insurance, And Real Estate "
"6082","Foreign Trade and International Banking","60","Depository institutions","H","Finance, Insurance, And Real Estate "
"6091","Nondeposit Trust Facilities","60","Depository institutions","H","Finance, Insurance, And Real Estate "
"6099","Functions Related to Deposit Banking, NEC","60","Depository institutions","H","Finance, Insurance, And Real Estate "
"6111","Federal and Federally-Sponsored Credit","61","Nondepository credit institutions","H","Finance, Insurance, And Real Estate "
"6141","Personal Credit Institutions","61","Nondepository credit institutions","H","Finance, Insurance, And Real Estate "
"6153","Short-Term Business Credit Institutions,","61","Nondepository credit institutions","H","Finance, Insurance, And Real Estate "
"6159","Miscellaneous Business Credit Institutions","61","Nondepository credit institutions","H","Finance, Insurance, And Real Estate "
"6162","Mortgage Bankers and Loan Correspondents","61","Nondepository credit institutions","H","Finance, Insurance, And Real Estate "
"6163","Loan Brokers","61","Nondepository credit institutions","H","Finance, Insurance, And Real Estate "
"6211","Security Brokers, Dealers, and Flotation","62","Security, commodity brokers, and services","H","Finance, Insurance, And Real Estate "
"6221","Commodity Contracts Brokers and Dealers","62","Security, commodity brokers, and services","H","Finance, Insurance, And Real Estate "
"6231","Security and Commodity Exchanges","62","Security, commodity brokers, and services","H","Finance, Insurance, And Real Estate "
"6282","Investment Advice","62","Security, commodity brokers, and services","H","Finance, Insurance, And Real Estate "
"6289","Services Allied With the Exchange of","62","Security, commodity brokers, and services","H","Finance, Insurance, And Real Estate "
"6311","Life Insurance","63","Insurance carriers","H","Finance, Insurance, And Real Estate "
"6321","Accident and Health Insurance","63","Insurance carriers","H","Finance, Insurance, And Real Estate "
"6324","Hospital and Medical Service Plans","63","Insurance carriers","H","Finance, Insurance, And Real Estate "
"6331","Fire, Marine, and Casualty Insurance","63","Insurance carriers","H","Finance, Insurance, And Real Estate "
"6351","Surety Insurance","63","Insurance carriers","H","Finance, Insurance, And Real Estate "
"6361","Title Insurance","63","Insurance carriers","H","Finance, Insurance, And Real Estate "
"6371","Pension, Health, and Welfare Funds","63","Insurance carriers","H","Finance, Insurance, And Real Estate "
"6399","Insurance Carriers, NEC","63","Insurance carriers","H","Finance, Insurance, And Real Estate "
"6411","Insurance Agents, Brokers, and Service","64","Insurance agents, brokers, and service","H","Finance, Insurance, And Real Estate "
"6512","Operators of Nonresidential Buildings","65","Real estate","H","Finance, Insurance, And Real Estate "
"6513","Operators of Apartment Buildings","65","Real estate","H","Finance, Insurance, And Real Estate "
"6514","Operators of Dwellings Other Than Apartment","65","Real estate","H","Finance, Insurance, And Real Estate "
"6515","Operators of Residential Mobile Home Sites","65","Real estate","H","Finance, Insurance, And Real Estate "
"6517","Lessors of Railroad Property","65","Real estate","H","Finance, Insurance, And Real Estate "
"6519","Lessors of Real Property, NEC","65","Real estate","H","Finance, Insurance, And Real Estate "
"6531","Real Estate Agents and Managers","65","Real estate","H","Finance, Insurance, And Real Estate "
"6541","Title Abstract Offices","65","Real estate","H","Finance, Insurance, And Real Estate "
"6552","Land Subdividers and Developers, Except","65","Real estate","H","Finance, Insurance, And Real Estate "
"6553","Cemetery Subdividers and Developers","65","Real estate","H","Finance, Insurance, And Real Estate "
"6712","Offices of Bank Holding Companies","67","Holding and other investment offices","H","Finance, Insurance, And Real Estate "
"6719","Offices of Holding Companies, NEC","67","Holding and other investment offices","H","Finance, Insurance, And Real Estate "
"6722","Management Investment Offices, Open-End","67","Holding and other investment offices","H","Finance, Insurance, And Real Estate "
"6726","Unit Investment Trusts, Face-Amount","67","Holding and other investment offices","H","Finance, Insurance, And Real Estate "
"6732","Education, Religious, and Charitable Trusts","67","Holding and other investment offices","H","Finance, Insurance, And Real Estate "
"6733","Trusts, Except Educational, Religious, and","67","Holding and other investment offices","H","Finance, Insurance, And Real Estate "
"6792","Oil Royalty Traders","67","Holding and other investment offices","H","Finance, Insurance, And Real Estate "
"6794","Patent Owners and Lessors","67","Holding and other investment offices","H","Finance, Insurance, And Real Estate "
"6798","Real Estate Investment Trusts","67","Holding and other investment offices","H","Finance, Insurance, And Real Estate "
"6799","Investors, NEC","67","Holding and other investment offices","H","Finance, Insurance, And Real Estate "
"7011","Hotels and Motels","70","Hotels, rooming houses, camps, and other","I","Services"
"7021","Rooming and Boarding Houses","70","Hotels, rooming houses, camps, and other","I","Services"
"7032","Sporting and Recreational Camps","70","Hotels, rooming houses, camps, and other","I","Services"
"7033","Recreational Vehicle Parks and Campsites","70","Hotels, rooming houses, camps, and other","I","Services"
"7041","Organization Hotels and Lodging Houses, on","70","Hotels, rooming houses, camps, and other","I","Services"
"7211","Power Laundries, Family and Commercial","72","Personal services","I","Services"
"7212","Garment Pressing, and Agents for Laundries","72","Personal services","I","Services"
"7213","Linen Supply","72","Personal services","I","Services"
"7215","Coin-Operated Laundries and Drycleaning","72","Personal services","I","Services"
"7216","Drycleaning Plants, Except Rug Cleaning","72","Personal services","I","Services"
"7217","Carpet and Upholstery Cleaning","72","Personal services","I","Services"
"7218","Industrial Launderers","72","Personal services","I","Services"
"7219","Laundry and Garment Services, NEC","72","Personal services","I","Services"
"7221","Photographic Studios, Portrait","72","Personal services","I","Services"
"7231","Beauty Shops","72","Personal services","I","Services"
"7241","Barber Shops","72","Personal services","I","Services"
"7251","Shoe Repair Shops and Shoeshine Parlors","72","Personal services","I","Services"
"7261","Funeral Services and Crematories","72","Personal services","I","Services"
"7291","Tax Return Preparation Services","72","Personal services","I","Services"
"7299","Miscellaneous Personal Services, NEC","72","Personal services","I","Services"
"7311","Advertising Agencies","73","Business services","I","Services"
"7312","Outdoor Advertising Services","73","Business services","I","Services"
"7313","Radio, Television, and Publishers'","73","Business services","I","Services"
"7319","Advertising, NEC","73","Business services","I","Services"
"7322","Adjustment and Collection Services","73","Business services","I","Services"
"7323","Credit Reporting Services","73","Business services","I","Services"
"7331","Direct Mail Advertising Services","73","Business services","I","Services"
"7334","Photocopying and Duplicating Services","73","Business services","I","Services"
"7335","Commercial Photography","73","Business services","I","Services"
"7336","Commercial Art and Graphic Design","73","Business services","I","Services"
"7338","Secretarial and Court Reporting Services","73","Business services","I","Services"
"7342","Disinfecting and Pest Control Services","73","Business services","I","Services"
"7349","Building Cleaning and Maintenance Services,","73","Business services","I","Services"
"7352","Medical Equipment Rental and Leasing","73","Business services","I","Services"
"7353","Heavy Construction Equipment Rental and","73","Business services","I","Services"
"7359","Equipment Rental and Leasing, NEC","73","Business services","I","Services"
"7361","Employment Agencies","73","Business services","I","Services"
"7363","Help Supply Services","73","Business services","I","Services"
"7371","Computer Programming Services","73","Business services","I","Services"
"7372","Prepackaged Software","73","Business services","I","Services"
"7373","Computer Integrated Systems Design","73","Business services","I","Services"
"7374","Computer Processing and Data Preparation and","73","Business services","I","Services"
"7375","Information Retrieval Services","73","Business services","I","Services"
"7376","Computer Facilities Management Services","73","Business services","I","Services"
"7377","Computer Rental and Leasing","73","Business services","I","Services"
"7378","Computer Maintenance and Repair","73","Business services","I","Services"
"7379","Computer Related Services, NEC","73","Business services","I","Services"
"7381","Detective, Guard, and Armored Car Services","73","Business services","I","Services"
"7382","Security Systems Services","73","Business services","I","Services"
"7383","News Syndicates","73","Business services","I","Services"
"7384","Photofinishing Laboratories","73","Business services","I","Services"
"7389","Business Services, NEC","73","Business services","I","Services"
"7513","Truck Rental and Leasing, Without Drivers","75","Automotive repair, services, and parking","I","Services"
"7514","Passenger Car Rental","75","Automotive repair, services, and parking","I","Services"
"7515","Passenger Car Leasing","75","Automotive repair, services, and parking","I","Services"
"7519","Utility Trailer and Recreational Vehicle","75","Automotive repair, services, and parking","I","Services"
"7521","Automobile Parking","75","Automotive repair, services, and parking","I","Services"
"7532","Top, Body, and Upholstery Repair Shops and","75","Automotive repair, services, and parking","I","Services"
"7533","Automotive Exhaust System Repair Shops","75","Automotive repair, services, and parking","I","Services"
"7534","Tire Retreading and Repair Shops","75","Automotive repair, services, and parking","I","Services"
"7536","Automotive Glass Replacement Shops","75","Automotive repair, services, and parking","I","Services"
"7537","Automotive Transmission Repair Shops","75","Automotive repair, services, and parking","I","Services"
"7538","General Automotive Repair Shops","75","Automotive repair, services, and parking","I","Services"
"7539","Automotive Repair Shops, NEC","75","Automotive repair, services, and parking","I","Services"
"7542","Carwashes","75","Automotive repair, services, and parking","I","Services"
"7549","Automotive Services, Except Repair and","75","Automotive repair, services, and parking","I","Services"
"7622","Radio and Television Repair Shops","76","Miscellaneous repair services","I","Services"
"7623","Refrigeration and Air-Conditioning Services","76","Miscellaneous repair services","I","Services"
"7629","Electrical and Electronic Repair Shops, NEC","76","Miscellaneous repair services","I","Services"
"7631","Watch, Clock, and Jewelry Repair","76","Miscellaneous repair services","I","Services"
"7641","Reupholstery and Furniture Repair","76","Miscellaneous repair services","I","Services"
"7692","Welding Repair","76","Miscellaneous repair services","I","Services"
"7694","Armature Rewinding Shops","76","Miscellaneous repair services","I","Services"
"7699","Repair Shops and Related Services, NEC","76","Miscellaneous repair services","I","Services"
"7812","Motion Picture and Video Tape Production","78","Motion pictures","I","Services"
"7819","Services Allied to Motion Picture Production","78","Motion pictures","I","Services"
"7822","Motion Picture and Video Tape Distribution","78","Motion pictures","I","Services"
"7829","Services Allied to Motion Picture","78","Motion pictures","I","Services"
"7832","Motion Picture Theaters, Except Drive-In","78","Motion pictures","I","Services"
"7833","Drive-In Motion Picture Theaters","78","Motion pictures","I","Services"
"7841","Video Tape Rental","78","Motion pictures","I","Services"
"7911","Dance Studios, Schools, and Halls","79","Amusement and recreational services","I","Services"
"7922","Theatrical Producers (Except Motion Picture)","79","Amusement and recreational services","I","Services"
"7929","Bands, Orchestras, Actors, and Other","79","Amusement and recreational services","I","Services"
"7933","Bowling Centers","79","Amusement and recreational services","I","Services"
"7941","Professional Sports Clubs and Promoters","79","Amusement and recreational services","I","Services"
"7948","Racing, Including Track Operations","79","Amusement and recreational services","I","Services"
"7991","Physical Fitness Facilities","79","Amusement and recreational services","I","Services"
"7992","Public Golf Courses","79","Amusement and recreational services","I","Services"
"7993","Coin-Operated Amusement Devices","79","Amusement and recreational services","I","Services"
"7996","Amusement Parks","79","Amusement and recreational services","I","Services"
"7997","Membership Sports and Recreation Clubs","79","Amusement and recreational services","I","Services"
"7999","Amusement and Recreation Services, NEC","79","Amusement and recreational services","I","Services"
"8011","Offices and Clinics of Doctors of Medicine","80","Health services","I","Services"
"8021","Offices and Clinics of Dentists","80","Health services","I","Services"
"8031","Offices and Clinics of Doctors of Osteopathy","80","Health services","I","Services"
"8041","Offices and Clinics of Chiropractors","80","Health services","I","Services"
"8042","Offices and Clinics of Optometrists","80","Health services","I","Services"
"8043","Offices and Clinics of Podiatrists","80","Health services","I","Services"
"8049","Offices and Clinics of Health Practitioners,","80","Health services","I","Services"
"8051","Skilled Nursing Care Facilities","80","Health services","I","Services"
"8052","Intermediate Care Facilities","80","Health services","I","Services"
"8059","Nursing and Personal Care Facilities, NEC","80","Health services","I","Services"
"8062","General Medical and Surgical Hospitals","80","Health services","I","Services"
"8063","Psychiatric Hospitals","80","Health services","I","Services"
"8069","Specialty Hospitals, Except Psychiatric","80","Health services","I","Services"
"8071","Medical Laboratories","80","Health services","I","Services"
"8072","Dental Laboratories","80","Health services","I","Services"
"8082","Home Health Care Services","80","Health services","I","Services"
"8092","Kidney Dialysis Centers","80","Health services","I","Services"
"8093","Specialty Outpatient Facilities, NEC","80","Health services","I","Services"
"8099","Health and Allied Services, NEC","80","Health services","I","Services"
"8111","Legal Services","81","Legal services","I","Services"
"8211","Elementary and Secondary Schools","82","Educational services","I","Services"
"8221","Colleges, Universities, and Professional","82","Educational services","I","Services"
"8222","Junior Colleges and Technical Institutes","82","Educational services","I","Services"
"8231","Libraries","82","Educational services","I","Services"
"8243","Data Processing Schools","82","Educational services","I","Services"
"8244","Business and Secretarial Schools","82","Educational services","I","Services"
"8249","Vocational Schools, NEC","82","Educational services","I","Services"
"8299","Schools and Educational Services, NEC","82","Educational services","I","Services"
"8322","Individual and Family Social Services","83","Social services","I","Services"
"8331","Job Training and Vocational Rehabilitation","83","Social services","I","Services"
"8351","Child Day Care Services","83","Social services","I","Services"
"8361","Residential Care","83","Social services","I","Services"
"8399","Social Services, NEC","83","Social services","I","Services"
"8412","Museums and Art Galleries","84","Museums, art galleries, botanical","I","Services"
"8422","Arboreta and Botanical or Zoological Gardens","84","Museums, art galleries, botanical","I","Services"
"8611","Business Associations","86","Membership organizations","I","Services"
"8621","Professional Membership Organizations","86","Membership organizations","I","Services"
"8631","Labor Unions and Similar Labor Organizations","86","Membership organizations","I","Services"
"8641","Civic, Social, and Fraternal Associations","86","Membership organizations","I","Services"
"8651","Political Organizations","86","Membership organizations","I","Services"
"8661","Religious Organizations","86","Membership organizations","I","Services"
"8699","Membership Organizations, NEC","86","Membership organizations","I","Services"
"8711","Engineering Services","87","Engineering and management services","I","Services"
"8712","Architectural Services","87","Engineering and management services","I","Services"
"8713","Surveying Services","87","Engineering and management services","I","Services"
"8721","Accounting, Auditing, and Bookkeeping","87","Engineering and management services","I","Services"
"8731","Commercial Physical and Biological Research","87","Engineering and management services","I","Services"
"8732","Commercial Economic, Sociological, and","87","Engineering and management services","I","Services"
"8733","Noncommercial Research Organizations","87","Engineering and management services","I","Services"
"8734","Testing Laboratories","87","Engineering and management services","I","Services"
"8741","Management Services","87","Engineering and management services","I","Services"
"8742","Management Consulting Services","87","Engineering and management services","I","Services"
"8743","Public Relations Services","87","Engineering and management services","I","Services"
"8744","Facilities Support Management Services","87","Engineering and management services","I","Services"
"8748","Business Consulting Services, NEC","87","Engineering and management services","I","Services"
"8811","Private Households","88","Private households","I","Services"
"8999","Services, NEC","89","Miscellaneous services","I","Services"
"9111","Executive Offices","91","Executive, legislative, and general","J","Public Administration "
"9121","Legislative Bodies","91","Executive, legislative, and general","J","Public Administration "
"9131","Executive and Legislative Offices, Combined","91","Executive, legislative, and general","J","Public Administration "
"9199","General Government, NEC","91","Executive, legislative, and general","J","Public Administration "
"9211","Courts","92","Justice, public order, and safety","J","Public Administration "
"9221","Police Protection","92","Justice, public order, and safety","J","Public Administration "
"9222","Legal Counsel and Prosecution","92","Justice, public order, and safety","J","Public Administration "
"9223","Correctional Institutions","92","Justice, public order, and safety","J","Public Administration "
"9224","Fire Protection","92","Justice, public order, and safety","J","Public Administration "
"9229","Public Order and Safety, NEC","92","Justice, public order, and safety","J","Public Administration "
"9311","Public Finance, Taxation, and Monetary Policy","93","Finance, taxation, and monetary policy","J","Public Administration "
"9411","Administration of Educational Programs","94","Administration of human resources","J","Public Administration "
"9431","Administration of Public Health Programs","94","Administration of human resources","J","Public Administration "
"9441","Administration of Social, Human Resource and","94","Administration of human resources","J","Public Administration "
"9451","Administration of Veterans' Affairs, Except","94","Administration of human resources","J","Public Administration "
"9511","Air and Water Resource and Solid Waste","95","Environmental quality and housing","J","Public Administration "
"9512","Land, Mineral, Wildlife, and Forest","95","Environmental quality and housing","J","Public Administration "
"9531","Administration of Housing Programs","95","Environmental quality and housing","J","Public Administration "
"9532","Administration of Urban Planning and","95","Environmental quality and housing","J","Public Administration "
"9611","Administration of General Economic Programs","96","Administration of economic programs","J","Public Administration "
"9621","Regulation and Administration of","96","Administration of economic programs","J","Public Administration "
"9631","Regulation and Administration of","96","Administration of economic programs","J","Public Administration "
"9641","Regulation of Agricultural Marketing and","96","Administration of economic programs","J","Public Administration "
"9651","Regulation, Licensing, and Inspection of","96","Administration of economic programs","J","Public Administration "
"9661","Space Research and Technology","96","Administration of economic programs","J","Public Administration "
"9711","National Security","97","National security and international affairs","J","Public Administration "
"9721","International Affairs","97","National security and international affairs","J","Public Administration "
"9999","Nonclassifiable Establishments","99","Nonclassifiable","X","Nonclassifiable"
